Mot n°	form	Variante de lemme	lemma	pos	Constellation	Mode Validation	#	A	Ai	Ao	Aq	C	Cc	Cs	D	Da	Dd	Di	Dn	Dp	Dr	Ds	Dt	E	F	Fs	Fw	I	Nc	Np	OUT	P	PAGa	PAGe	Pd	Pi	Pp	Pr	Ps	Pt	R	S	S+D	S+Da	S+Dr	S+Pr	V	Vu	Vuc	Vun	Vvc	Vvn	X	Xe	Xp	Xs	Z	Zc	Zo	Inconnu
1480	chef	CHEF	CHEF	Nc		VM/DS																							CHEF																															
1481	En	EN	EN	S		VM/DS																															EN					EN													EN					
1482	transe	TRANSE	TRANSE	Nc		VM/DS																							TRANSE																															
1483	oyant	OUÏR	OUÏR	PAGa		VM/DS																											OUÏR																											
1484	leur	SON	SON	Ds		VM/DS																SON															LE																							
1485	son	SON	SON	Ds		VM/DS																SON																																						
1486	melodieux	MÉLODIEUX	MÉLODIEUX	Aq		VM/DS					MÉLODIEUX																																																	
1487	.	.	.	Fs		VM/DS																				.																																		
1488	A	À PEINE	À PEINE	R		VM/DS																																			À PEINE	À						AVOIR	AVOIR											
1489	peine	OUT	OUT	OUT		VM/DS																							PEINE		OUT										À PEINE										PEINER									
1490	ay	AVOIR	AVOIR	Vuc		VM/DS																																										AVOIR	AVOIR											
1491	clos	CLORE	CLORE	PAGe		VM/DS																												CLORE																	CLORE									
1492	deux	DEUX	DEUX	Zc		VM/DS																							DEUX																													DEUX		
1493	ou	OU	OU	Cc		VM/DS							OU																									OU			OU																			
1494	trois	TROIS	TROIS	Zc		VM/DS																							TROIS																						TRAIRE							TROIS		
1495	fois	FOIS	FOIS	Nc		VM/DS																							FOIS																															
1496	les	LE	LE	Da		VM/DS										LE																					LE																							
1497	yeux	OEIL	OEIL	Nc		VM/DS																							OEIL																															
1498	0	0	0	Fw		VM/DS																					0																																	
1499	Qu'	QUE	QUE	Cs		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
1500	augmenter	AUGMENTER	AUGMENTER	Vvn		VM/DS																																														AUGMENTER								
1501	j'	IL	IL	Pp		VM/DS																															IL																							
1502	oy	OUÏR	OUÏR	Vvc		VM/DS																																													OUÏR									
1503	par	PAR	PAR	S		VM/DS																																				PAR																		
1504	hayes	HAIE	HAIE	Nc		VM/DS																							HAIE																															
1505	0	0	0	Fw		VM/DS																					0																																	
1506	&	ET	ET	Cc		VM/DS							ET																																															
1507	buissons	BUISSON	BUISSON	Nc		VM/DS																							BUISSON																															
1508	Les	LE	LE	Pp		VM/DS										LE																					LE																							
1509	resonnants	RÉSONNER	RÉSONNER	PAGa		VM/DS					RÉSONNANT																						RÉSONNER																											
1510	0	0	0	Fw		VM/DS																					0																																	
1511	&	ET	ET	Cc		VM/DS							ET																																															
1512	harmonieux	HARMONIEUX	HARMONIEUX	Aq		VM/DS					HARMONIEUX																																																	
1513	sons	SON	SON	Nc		VM/DS																							SON																															
1514	Des	DE+LES	DE+LES	S+Da		VM/DS													UN	DU									DÉ/DÉS															DE+LES																
1515	oysillons	OISILLON	OISILLON	Nc		VM/DS																							OISILLON																															
1516	0	0	0	Fw		VM/DS																					0																																	
1517	qui	QUI	QUI	Pr		VM/DS																																QUI		QUI																				
1518	s'	LE	LE	Pp		VM/DS																															LE																							
1519	entrejouants	JOUER	JOUER	PAGa		VM/DS																											JOUER																											
1520	volent	VOLER	VOLER	Vvc		VM/DS																																													VOLER									
1521	0	0	0	Fw		VM/DS																					0																																	
1522	Et	ET	ET	Cc		VM/DS							ET																																															
1523	doucement	DOUCEMENT	DOUCEMENT	R		VM/DS																																			DOUCEMENT																			
1524	de	DE	DE	S		VM/DS													UN	DU																						DE																		
1525	leurs	SON	SON	Ds		VM/DS																SON																																						
1526	gousiers	GOSIER	GOSIER	Nc		VM/DS																							GOSIER																															
1527	flageolent	FLAGEOLER	FLAGEOLER	Vvc		VM/DS																																													FLAGEOLER									
1528	:	:	:	Fw		VM/DS																					:																																	
1529	Entre	ENTRE	ENTRE	S		VM/DS																																				ENTRE									ENTRER									
1530	lesquelz	LEQUEL	LEQUEL	Pr		VM/DS																																LEQUEL		LEQUEL																				
1531	l'	LE	LE	Da		VM/DS										LE																					LE																							
1532	Aronde	ARONDE	ARONDE	Np		VM/DS																							ARONDE	ARONDE																														
1533	se	LE	LE	Pp		VM/DS																															LE																							
1534	desgoise	DÉGOISER	DÉGOISER	Vvc		VM/DS																																													DÉGOISER									
1535	Avec	AVEC	AVEC	S		VM/DS																																				AVEC																		
1536	sa	SON	SON	Ds		VM/DS																SON																																						
1537	soeur	SUR	SUR	Nc		VM/DS																							SUR																															
1538	menant	MENER	MENER	PAGa		VM/DS																											MENER																											
1539	si	SI	SI	R		VM/DS								SI																											SI																			
1540	haulte	HAUT	HAUT	Aq		VM/DS					HAUT																																																	
1541	noise	NOISE	NOISE	Nc		VM/DS																							NOISE																															
1542	0	0	0	Fw		VM/DS																					0																																	
1543	Qu'	QUE	QUE	Cs		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
1544	en	EN	EN	S		VM/DS																															EN					EN													EN					
1545	m'	LE	LE	Pp		VM/DS																															LE																							
1546	estendant	ÉTENDRE	ÉTENDRE	PAGa		VM/DS																											ÉTENDRE																											
1547	du	DE+LE	DE+LE	S+Da		VM/DS																																					DE+LE	DE+LE																
1548	tout	TOUT	TOUT	Nc		VM/DS																							TOUT							TOUT					TOUT																			
1549	je	IL	IL	Pp		VM/DS																															IL																							
1550	me	LE	LE	Pp		VM/DS																															LE																							
1551	resveille	RÉVEILLER	RÉVEILLER	Vvc		VM/DS																																													RÉVEILLER									
1552	Pour	POUR	POUR	S		VM/DS																																				POUR																		
1553	à	À	À	S		VM/DS																																				À																		
1554	leur	SON	SON	Ds		VM/DS																SON															LE																							
1555	bruit	BRUIT	BRUIT	Nc		VM/DS																							BRUIT																						BRUIRE									
1556	presser	PRESSER	PRESSER	Vvn		VM/DS																																														PRESSER								
1557	toute	TOUT	TOUT	Di		VM/DS			TOUT									TOUT																		TOUT						TOUT																		
1558	l'	LE	LE	Da		VM/DS										LE																					LE																							
1559	oreille	OREILLE	OREILLE	Nc		VM/DS																							OREILLE																															
1560	.	.	.	Fs		VM/DS																				.																																		
1561	Quand	QUAND	QUAND	Cs		VM/DS								QUAND																																														
1562	j'	IL	IL	Pp		VM/DS																															IL																							
1563	ay	AVOIR	AVOIR	Vuc		VM/DS																																										AVOIR	AVOIR											
1564	assez	ASSEZ	ASSEZ	R		VM/DS																																			ASSEZ																			
1565	pris	PRENDRE	PRENDRE	Vvc		VM/DS																																													PRENDRE									
1566	plaisir	PLAISIR	PLAISIR	Nc		VM/DS																							PLAISIR																															
1567	d'	DE	DE	S		VM/DS													UN	DU																						DE																		
1568	escouter	ÉCOUTER	ÉCOUTER	Vvn		VM/DS																																														ÉCOUTER								
1569	0	0	0	Fw		VM/DS																					0																																	
1570	Que	QUE	QUE	Cs		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
1571	mes	SON	SON	Ds		VM/DS																SON																																						
1572	Brebis	BREBIS	BREBIS	Nc		VM/DS																							BREBIS																															
1573	commencent	COMMENCER	COMMENCER	Vvc		VM/DS																																													COMMENCER									
1574	à	À	À	S		VM/DS																																				À																		
1575	brouter	BROUTER	BROUTER	Vvn		VM/DS																																														BROUTER								
1576	0	0	0	Fw		VM/DS																					0																																	
1577	Je	IL	IL	Pp		VM/DS																															IL																							
1578	les	LE	LE	Pp		VM/DS										LE																					LE																							
1579	conduis	CONDUIRE	CONDUIRE	Vvc		VM/DS																																													CONDUIRE									
1580	en	EN	EN	S		VM/DS																															EN					EN													EN					
1581	la	LE	LE	Da		VM/DS										LE																					LE																							
1582	plaine	PLAINE	PLAINE	Nc		VM/DS																							PLAINE																															
1583	estendue	ÉTENDRE	ÉTENDRE	PAGe		VM/DS																							ÉTENDUE					ÉTENDRE																										
1584	0	0	0	Fw		VM/DS																					0																																	
1585	Ou	QUE	QUE	Pr		VM/DS							OU																									QUE			OU																			
1586	j'	IL	IL	Pp		VM/DS																															IL																							
1587	apperçoy	APERCEVOIR	APERCEVOIR	Vvc		VM/DS																																													APERCEVOIR									
1588	l'	LE	LE	Da		VM/DS										LE																					LE																							
