	Mot n°	form	Variante de lemme	lemma	pos	Constellation	Mode Validation	#	A	Ai	Ao	Aq	C	Cc	Cs	D	Da	Dd	Di	Dn	Dp	Dr	Ds	Dt	E	F	Fs	Fw	I	Nc	Np	OUT	P	PAGa	PAGe	Pd	Pi	Pp	Pr	Ps	Pt	R	S	S+D	S+Da	S+Dr	S+Pr	V	Vu	Vuc	Vun	Vvc	Vvn	X	Xe	Xp	Xs	Z	Zc	Zo	Inconnu
2063	2064	le	LE	LE	DETdef		VM/DS										LE																					LE																							
2064	2065	vent	VENT	VENT	NOMcom		VM/DS																							VENT																															
2065	2066	y	LE	LE	PROper		VM/DS																															LE																							
2066	2067	sifflent	SIFFLER	SIFFLER	Vvc		VM/DS																																													SIFFLER									
2067	2068	0	0	0	PONfbl		VM/DS																					0																																	
2068	2069	&	ET	ET	CONcoo		VM/DS							ET																																															
2069	2070	frisonnent	FRISSONNER	FRISSONNER	Vvc		VM/DS																																													FRISSONNER									
2070	2071	:	:	:	PONfbl		VM/DS																					:																																	
2071	2072	Et	ET	ET	CONcoo		VM/DS							ET																																															
2072	2073	tout	TOUT	TOUT	S		VM/DS			TOUT																											TOUT						TOUT																		
2073	2074	autour	AUTOUR	AUTOUR	R		VM/DS																																			AUTOUR																			
2074	2075	les	LE	LE	DETdef		VM/DS										LE																					LE																							
2075	2076	undes	ONDE	ONDE	NOMcom		VM/DS																							ONDE																															
2076	2077	y	LE	LE	PROper		VM/DS																															LE																							
2077	2078	bouillonnent	BOUILLONNER	BOUILLONNER	Vvc		VM/DS																																													BOUILLONNER									
2078	2079	:	:	:	PONfbl		VM/DS																					:																																	
2079	2080	Ou	QUE	QUE	PROrel		VM/DS							OU																									QUE			OU																			
2080	2081	ma	SON	SON	DETpos		VM/DS																SON																																						
2081	2082	voisine	VOISIN	VOISIN	NOMcom		VM/DS					VOISIN																		VOISIN																						VOISINER									
2082	2083	Echo	ÉCHO	ÉCHO	NOMcom		VM/DS																							ÉCHO																															
2083	2084	t'	LE	LE	PROper		VM/DS																															LE																							
2084	2085	escoutera	ÉCOUTER	ÉCOUTER	Vvc		VM/DS																																													ÉCOUTER									
2085	2086	0	0	0	PONfbl		VM/DS																					0																																	
2086	2087	Qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
2087	2088	apres	APRÈS	APRÈS	S		VM/DS																																			APRÈS	APRÈS																		
2088	2089	toy	LE	LE	PROper		VM/DS																															LE																							
2089	2090	tes	SON	SON	DETpos		VM/DS																SON																																						
2090	2091	beaux	BEAU	BEAU	Aq		VM/DS					BEAU																		BEAU																															
2091	2092	vers	VERS	VERS	S		VM/DS																																				VERS																		
2092	2093	chantera	CHANTER	CHANTER	Vvc		VM/DS																																													CHANTER									
2093	2094	.	.	.	PONfrt		VM/DS																				.																																		
2094	2095	*ANTIRE	ANTIRE	ANTIRE	NOMpro		VM/DS																								ANTIRE																														
2095	2096	Un	UN	UN	DETind		VM/DS												UN	UN																																									
2096	2097	jour	JOUR	JOUR	NOMcom		VM/DS																							JOUR																															
2097	2098	parmy	PARMI	PARMI	S		VM/DS																																				PARMI																		
2098	2099	les	LE	LE	DETdef		VM/DS										LE																					LE																							
2099	2100	Genetz	GENÊT	GENÊT	NOMcom		VM/DS																							GENÊT																															
2100	2101	verts	VERT	VERT	Aq		VM/DS					VERT																																																	
2101	2102	flouris	FLEURIR	FLEURIR	PAGe		VM/DS																												FLEURIR																	FLORIR/FLEURIR/FLORIR	FLORIR/FLEURIR								
2102	2103	.	.	.	PONfrt		VM/DS																				.																																		
2103	2104	Maints	MAINT	MAINT	DETind		VM/DS					MAINT							MAINT																																										
2104	2105	Dieux	DIEU	DIEU	NOMcom		VM/DS																							DIEU																															
2105	2106	ensemble	ENSEMBLE	ENSEMBLE	S		VM/DS																							ENSEMBLE													ENSEMBLE																		
2106	2107	0	0	0	PONfbl		VM/DS																					0																																	
2107	2108	&	ET	ET	CONcoo		VM/DS							ET																																															
2108	2109	en	EN	EN	S		VM/DS																															EN					EN													EN					
2109	2110	ce	CE	CE	DETdem		VM/DS											CE																				CE																							
2110	2111	lieu	LIEU	LIEU	NOMcom		VM/DS																							LIEU																															
2111	2112	nourris	NOURRIR	NOURRIR	PAGe		VM/DS																SON												NOURRIR																	NOURRIR									
2112	2113	0	0	0	PONfbl		VM/DS																					0																																	
2113	2114	Joints	JOINDRE	JOINDRE	PAGe		VM/DS																							JOINT					JOINDRE																										
2114	2115	avec	AVEC	AVEC	S		VM/DS																																				AVEC																		
2115	2116	eux	LE	LE	PROper		VM/DS																															LE																							
2116	2117	Satyres	SATYRE	SATYRE	NOMcom		VM/DS																							SATYRE																															
2117	2118	demychievres	DEMI CHÈVRE	DEMI CHÈVRE	E		VM/DS																		DEMI CHÈVRE					CHÈVRE/CHIURE																															
2118	2119	0	0	0	PONfbl		VM/DS																					0																																	
2119	2120	Faunes	FAUNE	FAUNE	NOMcom		VM/DS																							FAUNE																															
2120	2121	aussi	AUSSI	AUSSI	R		VM/DS																																			AUSSI																			
2121	2122	trop	TROP	TROP	R		VM/DS												TOUT																							TROP																			
2122	2123	plus	PLUS	PLUS	R		VM/DS																																			PLUS																			
2123	2124	legers	LÉGER	LÉGER	Aq		VM/DS					LÉGER																																																	
2124	2125	0	0	0	PONfbl		VM/DS																					0																																	
2125	2126	que	QUE	QUE	CONsub		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
2126	2127	Lievres	LIÈVRE	LIÈVRE	NOMcom		VM/DS																							LIÈVRE																															
2127	2128	0	0	0	PONfbl		VM/DS																					0																																	
2128	2129	Et	ET	ET	CONcoo		VM/DS							ET																																															
2129	2130	les	LE	LE	DETdef		VM/DS										LE																					LE																							
2130	2131	Sylvans	SYLVAIN	SYLVAIN	NOMcom		VM/DS																							SYLVAIN																															
2131	2132	hideusement	HIDEUSEMENT	HIDEUSEMENT	R		VM/DS																																			HIDEUSEMENT																			
2132	2133	cornuz	CORNU	CORNU	Aq		VM/DS					CORNU																																								CORNER									
2133	2134	0	0	0	PONfbl		VM/DS																					0																																	
2134	2135	Et	ET	ET	CONcoo		VM/DS							ET																																															
2135	2136	la	LA PLUPART	LA PLUPART	PROind		VM/DS										LE																				LA PLUPART	LE																							
2136	2137	plus	OUT	OUT	OUT		VM/DS																									OUT										PLUS																			
2137	2138	part	OUT	OUT	OUT		VM/DS																							PART		OUT																													
2138	2139	pour	POUR	POUR	S		VM/DS																																				POUR																		
2139	2140	le	LE	LE	DETdef		VM/DS										LE																					LE																							
2140	2141	chault	CHALOIR	CHALOIR	Vvn		VM/DS		CHAUD																																											CHOIR	CHALOIR								
2141	2142	demy	DEMI	DEMI	R		VM/DS					DEMI																														DEMI																			
2142	2143	nuds	NU	NU	Aq		VM/DS					NU																		NU/NUD/NUIT																															
2143	2144	0	0	0	PONfbl		VM/DS																					0																																	
2144	2145	Hors	HORS	HORS	S		VM/DS																																				HORS																		
2145	2146	de	DE	DE	S		VM/DS													UN	DU																						DE																		
2146	2147	tout	TOUT	TOUT	DETind		VM/DS			TOUT									TOUT																		TOUT																								
2147	2148	hasle	HÂLE	HÂLE	NOMcom		VM/DS																							HÂLE																															
2148	2149	estoyent	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE		ESTER/ÉTAYER									
2149	2150	tous	TOUT	TOUT	PROind		VM/DS			TOUT																											TOUT																								
2150	2151	à	À	À	S		VM/DS																																				À																		
2151	2152	l'	LE	LE	DETdef		VM/DS										LE																					LE																							
2152	2153	umbrage	OMBRAGE	OMBRAGE	NOMcom		VM/DS																							OMBRAGE																															
2153	2154	Là	LÀ	LÀ	R		VM/DS																																			LÀ																			
2154	2155	0	0	0	PONfbl		VM/DS																					0																																	
2155	2156	ou	QUE	QUE	PROrel		VM/DS							OU																									QUE			OU																			
2156	2157	la	LE	LE	DETdef		VM/DS										LE																					LE																							
2157	2158	Saone	SAÔNE	SAÔNE	NOMpro		VM/DS																							ZONE	SAÔNE				SONNER/ZONER																	SONNER/ZONER									
2158	2159	engresse	ENGRAISSER	ENGRAISSER	Vvc		VM/DS																																													ENGRAISSER									
2159	2160	son	SON	SON	DETpos		VM/DS																SON																																						
2160	2161	rivage	RIVAGE	RIVAGE	NOMcom		VM/DS																							RIVAGE																															
2161	2162	0	0	0	PONfbl		VM/DS																					0																																	
2162	2163	Plaisant	PLAIRE	PLAIRE	PAGa		VM/DS					PLAISANT																		PLAISANT				PLAIRE																											
2163	2164	repos	REPOS	REPOS	NOMcom		VM/DS																							REPOS																															
2164	2165	des	DE+LES	DE+LES	S+Da		VM/DS													UN	DU																						DÈS	DE+LES	DE+LES																
2165	2166	prochaines	PROCHAIN	PROCHAIN	Aq		VM/DS					PROCHAIN																		PROCHAINE																															
2166	2167	forestz	FORÊT	FORÊT	NOMcom		VM/DS																							FORÊT																															
2167	2168	0	0	0	PONfbl		VM/DS																					0																																	
2168	2169	En	EN	EN	S		VM/DS																															EN					EN													EN					
2169	2170	maint	MAINT	MAINT	DETind		VM/DS					MAINT							MAINT																																										
2170	2171	endroit	ENDROIT	ENDROIT	NOMcom		VM/DS																							ENDROIT																															
2171	2172	costoyant	CÔTOYER	CÔTOYER	PAGa		VM/DS																											CÔTOYER																											
2172	2173	ces	CE	CE	DETdem		VM/DS											CE																																											
2173	2174	marests	MARAIS	MARAIS	NOMcom		VM/DS																							MARAIS																															
2174	2175	.	.	.	PONfrt		VM/DS																				.																																		
2175	2176	Et	ET	ET	CONcoo		VM/DS							ET																																															
